timestamp,battery,altitude,heading,roll,pitch,throttle,yaw,speed,headless,is_flying
2026-02-22T23:02:52.218146,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.248525,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.339091,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.368395,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.460904,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.491767,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.583222,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.613808,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.705785,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.735845,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.828106,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.858056,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.949982,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:52.979049,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.069560,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.098946,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.194067,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.224565,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.315677,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.346131,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.436221,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.478546,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.569763,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.599125,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.687915,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.717105,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.806001,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.835309,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.925837,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:53.954500,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.043932,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.073354,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.163557,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.193515,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.283160,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.312809,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.443582,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.474049,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.573252,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.604078,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.704273,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.733504,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.825386,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.856329,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.947914,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:54.978101,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:02:55.068842,0,0,0.0,0,0,0,0,0.5,False,False
