timestamp,battery,altitude,heading,roll,pitch,throttle,yaw,speed,headless,is_flying
2026-02-22T22:58:13.658643,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:13.687982,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:13.777019,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:13.806134,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:13.895459,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:13.924305,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.013529,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.042130,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.131444,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.160128,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.249279,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.277959,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.367650,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.396879,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.487838,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.517426,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.608221,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.637148,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.727551,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.756246,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.844614,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.873106,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.962389,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:14.990944,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.079362,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.107814,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.197261,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.228103,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.318493,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.347339,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.438201,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.469167,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.561579,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.592093,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.684727,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.715567,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.808438,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.839594,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.935962,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:15.966327,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.057464,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.086881,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.179149,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.209557,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.301114,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.331214,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.445714,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.476416,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.569720,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.600089,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.691244,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.720408,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.809977,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.838748,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.928006,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:16.956728,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.046173,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.075246,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.164893,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.195423,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.288145,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.318569,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.409942,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.440034,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.531253,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.561265,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.650510,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.680142,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.770857,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.800004,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.889925,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:17.918570,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.008511,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.036949,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.125847,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.154429,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.248032,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.277806,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.367791,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.396806,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.486668,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.516681,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.606706,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.637530,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.729119,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.759982,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.851176,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.882275,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:18.974246,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.005054,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.095436,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.127158,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.218713,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.249882,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.341508,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.372140,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.464723,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.498388,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.589444,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.621172,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.713038,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.744453,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.836461,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.866855,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:19.979511,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.010673,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.105020,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.138301,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.233774,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.264737,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.357172,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.388422,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.481284,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.512369,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.603305,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.633519,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.727925,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.758874,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.849641,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.880479,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:20.971365,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:21.001992,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:21.092819,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:21.123506,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:21.214148,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T22:58:21.244675,0,0,0.0,0,0,0,0,0.5,False,False
