timestamp,battery,altitude,heading,roll,pitch,throttle,yaw,speed,headless,is_flying
2026-02-22T23:03:09.962099,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.007428,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.099090,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.142734,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.234741,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.278035,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.382954,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.426608,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.518539,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.560806,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.649617,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.691173,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.779984,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.822297,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.912057,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:10.954932,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.046483,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.088658,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.178794,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.221172,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.310540,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.353841,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.444977,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.488216,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.577982,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.620144,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.710504,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.754372,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.844881,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.887340,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:11.976783,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.018911,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.108064,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.151147,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.241264,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.283804,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.373070,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.415320,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.504692,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.546992,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.636038,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.678443,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.769283,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.813278,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.904866,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:12.950420,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.043562,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.087599,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.180076,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.222545,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.313570,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.356532,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.447614,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.492029,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.584884,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.629028,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.721541,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.765922,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.858599,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.902397,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:13.994375,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.038117,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.130763,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.173650,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.266901,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.310389,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.402086,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.445775,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.537772,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.581439,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.673755,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.717923,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.809279,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.852677,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:14.943177,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:15.008428,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:15.152637,0,0,0.0,0,0,0,0,0.5,False,False
2026-02-22T23:03:15.249295,0,0,0.0,0,0,0,0,0.5,False,False
